customer_id,age,gender,location,registration_date,customer_segment,total_orders,total_spent,avg_order_value,last_purchase_date,churn_risk
C000617,24,Female,Georgia,2024-11-19,Occasional,1,83.91,83.91,2025-01-26,High
C000618,23,Male,Texas,2024-11-23,Regular,1,487.51,487.51,2025-06-20,Medium
C000619,55,Male,Texas,2024-12-12,Premium,3,601.1,200.37,2025-07-21,Medium
C000620,39,Male,Michigan,2023-07-23,Regular,5,1431.36,286.27,2024-02-29,Low
C000621,45,Female,Illinois,2023-08-27,Occasional,3,934.15,311.38,2024-05-18,High
C000622,35,Female,Pennsylvania,2024-08-30,Regular,2,625.57,312.79,2025-08-07,High
C000623,43,Female,North Carolina,2024-09-09,Regular,1,697.45,697.45,2024-10-29,Low
C000624,24,Male,Illinois,2024-04-10,Regular,0,0.0,0.0,,Medium
C000625,58,Male,New York,2023-08-25,Premium,5,549.43,109.89,2025-03-17,High
C000626,22,Female,New York,2023-02-24,Premium,3,786.38,262.13,2024-11-18,Medium
C000627,61,Female,Texas,2024-09-11,Regular,2,263.42,131.71,2024-11-08,High
C000628,24,Male,North Carolina,2024-09-30,Regular,0,0.0,0.0,,Medium
C000629,36,Female,Georgia,2023-07-26,Occasional,5,1564.48,312.9,2024-01-10,Medium
C000630,39,Male,New York,2024-07-09,Regular,3,378.61,126.2,2025-03-02,Low
C000631,46,Female,Ohio,2024-01-28,Regular,6,2286.46,381.08,2025-01-30,Medium
C000632,20,Male,North Carolina,2023-02-06,Occasional,6,1126.52,187.75,2024-10-08,Medium
C000633,28,Female,Ohio,2024-12-24,Premium,2,851.48,425.74,2025-04-24,Medium
C000634,49,Male,Michigan,2024-02-03,Occasional,2,512.12,256.06,2024-07-04,Medium
C000635,53,Female,Georgia,2024-11-06,Occasional,1,21.9,21.9,2025-01-02,Low
C000636,21,Female,Illinois,2024-06-02,Regular,5,1371.56,274.31,2025-05-13,High
C000637,57,Female,Illinois,2024-01-22,Regular,3,1624.18,541.39,2024-07-11,Low
C000638,55,Male,Texas,2023-01-29,Regular,4,615.99,154.0,2024-06-13,Medium
C000639,19,Female,Ohio,2024-08-20,Premium,1,154.18,154.18,2025-07-29,Medium
C000640,40,Female,Pennsylvania,2023-12-20,Premium,4,306.85,76.71,2024-08-24,High
C000641,33,Male,Illinois,2023-09-08,Occasional,2,3088.13,1544.07,2025-06-15,Low
C000642,22,Female,California,2024-12-05,Regular,3,383.74,127.91,2025-06-06,Low
C000643,52,Female,New York,2023-01-21,Regular,3,537.54,179.18,2024-06-14,High
C000644,54,Female,Illinois,2024-03-08,Premium,2,157.92,78.96,2024-07-08,High
C000645,55,Male,Pennsylvania,2024-04-25,Regular,5,608.18,121.64,2025-07-06,High
C000646,38,Male,Georgia,2024-02-04,Premium,4,534.66,133.66,2025-01-11,High
C000647,31,Female,Georgia,2024-11-22,Occasional,4,373.48,93.37,2025-05-01,High
C000648,28,Female,Pennsylvania,2023-12-14,Regular,5,781.87,156.37,2025-04-20,Low
C000649,58,Male,North Carolina,2024-05-23,Premium,5,1691.25,338.25,2025-02-05,Medium
C000650,21,Female,Michigan,2023-09-29,Regular,4,1023.56,255.89,2025-03-21,Low
C000651,65,Male,Michigan,2024-10-01,Premium,0,0.0,0.0,,High
C000652,35,Male,Michigan,2023-12-11,Occasional,9,4277.78,475.31,2024-04-18,Medium
C000653,31,Female,California,2024-03-13,Occasional,3,1310.22,436.74,2025-06-06,Medium
C000654,69,Female,Ohio,2024-05-31,Occasional,2,451.48,225.74,2025-02-26,High
C000655,30,Female,Ohio,2023-11-17,Regular,4,1164.17,291.04,2025-03-16,High
C000656,47,Male,New York,2024-06-11,Occasional,4,761.6,190.4,2025-06-27,High
C000657,29,Female,Florida,2024-06-12,Occasional,3,296.78,98.93,2024-07-13,High
C000658,35,Female,Michigan,2024-04-23,Occasional,4,789.9,197.47,2024-09-30,High
C000659,51,Male,Pennsylvania,2023-03-03,Regular,5,3156.83,631.37,2024-12-21,Low
C000660,27,Female,Ohio,2023-09-04,Regular,3,227.36,75.79,2024-01-29,Medium
C000661,58,Male,Ohio,2023-03-07,Regular,2,456.57,228.29,2023-03-30,Medium
C000662,28,Female,Michigan,2024-10-23,Premium,2,106.45,53.22,2024-12-26,Medium
C000663,25,Male,Florida,2023-09-02,Premium,5,737.76,147.55,2024-04-10,Low
C000664,47,Female,North Carolina,2023-11-14,Regular,3,591.19,197.06,2025-05-11,Medium
C000665,20,Male,Texas,2024-10-24,Regular,1,62.43,62.43,2024-12-25,Low
C000666,34,Female,North Carolina,2023-01-30,Premium,4,1227.39,306.85,2024-05-10,High
C000667,64,Female,New York,2023-02-13,Premium,6,2000.75,333.46,2025-08-08,Low
C000668,56,Female,California,2023-11-18,Regular,9,1147.44,127.49,2024-01-29,Medium
C000669,60,Male,Ohio,2024-11-18,Occasional,1,46.76,46.76,2025-06-11,Low
C000670,25,Male,North Carolina,2023-08-30,Occasional,5,977.97,195.59,2024-05-16,High
C000671,34,Female,California,2024-06-21,Premium,3,911.02,303.67,2025-07-05,High
C000672,67,Female,Pennsylvania,2023-05-06,Occasional,6,1844.34,307.39,2023-10-30,High
C000673,69,Male,Ohio,2024-02-04,Premium,4,916.2,229.05,2025-01-18,Low
C000674,29,Male,Illinois,2023-04-20,Regular,4,1401.15,350.29,2024-04-16,Medium
C000675,55,Male,Georgia,2023-09-18,Occasional,4,2421.89,605.47,2024-09-17,Medium
C000676,25,Female,North Carolina,2024-12-17,Regular,1,941.22,941.22,2025-02-15,Medium
C000677,33,Female,Texas,2024-11-30,Regular,0,0.0,0.0,,Medium
C000678,70,Female,New York,2024-01-12,Occasional,4,918.87,229.72,2024-02-18,High
C000679,65,Male,Florida,2023-02-05,Regular,5,960.86,192.17,2023-09-19,High
C000680,37,Female,California,2024-01-29,Occasional,3,593.91,197.97,2024-08-24,Low
C000681,42,Male,Ohio,2024-03-29,Regular,4,1840.55,460.14,2024-08-03,Medium
C000682,70,Male,Illinois,2023-04-03,Premium,7,1767.9,252.56,2025-02-02,Low
C000683,58,Female,Ohio,2024-03-25,Premium,6,1413.32,235.55,2024-08-10,Medium
C000684,70,Female,Georgia,2023-03-24,Occasional,5,2255.63,451.13,2023-09-09,Medium
C000685,63,Female,California,2023-12-07,Premium,2,473.15,236.57,2024-01-03,High
C000686,50,Male,Pennsylvania,2023-09-25,Regular,3,272.14,90.71,2025-04-20,High
C000687,65,Female,Georgia,2024-07-14,Occasional,0,0.0,0.0,,Low
C000688,59,Male,Georgia,2023-02-23,Occasional,11,2466.23,224.2,2023-08-23,Low
C000689,43,Male,Illinois,2023-01-04,Regular,4,697.11,174.28,2023-04-29,High
C000690,25,Male,Florida,2023-03-26,Occasional,4,1097.61,274.4,2025-03-10,High
C000691,66,Male,Michigan,2024-10-26,Occasional,2,725.71,362.86,2025-04-13,Medium
C000692,46,Female,Texas,2023-11-24,Regular,3,378.07,126.02,2024-09-02,Low
C000693,55,Female,Illinois,2024-12-04,Premium,4,641.64,160.41,2025-02-01,Low
C000694,41,Male,Ohio,2024-02-29,Regular,3,657.9,219.3,2025-03-13,High
C000695,19,Male,North Carolina,2023-08-18,Occasional,3,836.6,278.87,2024-07-30,High
C000696,32,Male,Georgia,2024-10-03,Premium,2,856.54,428.27,2024-12-31,Medium
C000697,28,Male,Ohio,2024-12-19,Occasional,2,174.24,87.12,2025-07-31,Medium
C000698,34,Male,California,2024-09-06,Regular,3,685.74,228.58,2024-12-02,Low
C000699,25,Male,North Carolina,2024-08-03,Regular,0,0.0,0.0,,Medium
C000700,49,Male,Florida,2024-11-20,Occasional,0,0.0,0.0,,Low
C000701,70,Female,Illinois,2023-07-15,Occasional,2,45.01,22.5,2024-04-22,Medium
C000702,26,Female,Florida,2024-01-27,Occasional,6,3360.7,560.12,2025-06-16,Low
C000703,64,Male,Ohio,2023-10-17,Premium,1,283.42,283.42,2024-09-23,Medium
C000704,19,Female,Illinois,2023-05-30,Premium,4,1536.2,384.05,2024-07-02,High
C000705,33,Female,Michigan,2024-04-06,Occasional,2,184.79,92.4,2024-07-29,High
C000706,23,Male,Georgia,2024-04-14,Premium,3,700.23,233.41,2024-12-20,Medium
C000707,43,Male,Ohio,2024-12-10,Occasional,3,435.57,145.19,2025-07-02,Medium
C000708,34,Male,California,2024-09-03,Occasional,0,0.0,0.0,,Low
C000709,39,Male,Georgia,2023-02-23,Regular,5,934.19,186.84,2024-04-20,High
C000710,69,Male,New York,2024-11-17,Regular,0,0.0,0.0,,High
C000711,42,Female,Ohio,2024-09-26,Occasional,1,100.62,100.62,2025-04-19,Medium
C000712,53,Male,Michigan,2023-05-16,Premium,4,891.41,222.85,2025-03-09,Medium
C000713,50,Female,Pennsylvania,2023-06-23,Regular,7,1183.8,169.11,2025-05-24,Low
C000714,38,Female,Texas,2023-04-02,Regular,3,894.21,298.07,2024-09-25,Low
C000715,20,Male,Georgia,2023-11-17,Regular,3,467.79,155.93,2025-04-20,High
C000716,45,Female,Illinois,2024-01-05,Occasional,3,852.32,284.11,2024-03-24,Medium
C000717,38,Female,Texas,2024-06-13,Regular,3,1107.81,369.27,2024-08-16,High
C000718,66,Male,North Carolina,2024-05-18,Occasional,3,439.34,146.45,2025-08-02,High
C000719,21,Male,Texas,2024-03-26,Premium,4,1454.37,363.59,2025-06-11,Low
C000720,20,Female,Illinois,2023-07-07,Premium,4,1290.92,322.73,2025-02-19,High
C000721,45,Male,Georgia,2024-04-23,Premium,5,2088.95,417.79,2024-06-09,Medium
C000722,63,Female,Georgia,2024-01-01,Regular,0,0.0,0.0,,Low
C000723,25,Female,California,2023-06-01,Premium,3,795.18,265.06,2025-04-18,Medium
C000724,28,Female,Michigan,2023-07-04,Occasional,6,1845.51,307.59,2023-09-02,High
C000725,55,Male,North Carolina,2023-08-06,Occasional,4,882.4,220.6,2024-07-11,Low
C000726,22,Male,Georgia,2024-03-02,Occasional,4,705.27,176.32,2025-02-05,Low
C000727,19,Female,California,2023-12-03,Regular,5,637.71,127.54,2025-07-14,Medium
C000728,24,Female,Texas,2024-08-27,Premium,1,43.25,43.25,2024-12-30,Low
C000729,63,Female,Georgia,2024-04-16,Occasional,2,726.08,363.04,2024-12-09,Medium
C000730,60,Male,Pennsylvania,2024-08-31,Premium,0,0.0,0.0,,High
C000731,46,Female,Michigan,2024-09-29,Premium,3,726.54,242.18,2025-05-16,Low
C000732,69,Female,Pennsylvania,2023-02-19,Premium,9,1470.32,163.37,2025-06-18,High
C000733,53,Female,California,2023-03-14,Regular,8,1420.95,177.62,2024-03-01,Medium
C000734,33,Female,California,2023-07-02,Premium,4,548.14,137.03,2025-06-01,Low
C000735,42,Female,Illinois,2023-06-16,Occasional,4,472.73,118.18,2024-12-23,High
C000736,25,Female,Georgia,2023-06-07,Regular,3,589.31,196.44,2024-09-01,High
C000737,61,Male,Pennsylvania,2023-11-14,Occasional,1,66.39,66.39,2024-01-13,Low
C000738,50,Male,Georgia,2024-01-12,Regular,5,590.75,118.15,2024-11-10,Medium
C000739,35,Female,California,2024-05-02,Regular,4,943.32,235.83,2025-05-15,Medium
C000740,29,Female,Ohio,2024-09-20,Premium,2,293.7,146.85,2025-08-04,Low
C000741,39,Female,Florida,2024-06-09,Occasional,5,2141.89,428.38,2025-01-07,High
C000742,27,Female,North Carolina,2024-12-31,Occasional,0,0.0,0.0,,High
C000743,23,Female,Georgia,2024-06-21,Regular,1,57.35,57.35,2024-06-25,Low
C000744,37,Male,Texas,2024-05-04,Occasional,3,432.94,144.31,2025-04-24,Medium
C000745,51,Female,Illinois,2023-09-12,Occasional,6,1109.11,184.85,2024-12-06,Low
C000746,22,Male,North Carolina,2024-07-18,Premium,5,567.21,113.44,2024-08-12,High
C000747,44,Male,Georgia,2024-03-11,Occasional,4,1273.49,318.37,2025-04-08,High
C000748,70,Female,Pennsylvania,2024-08-05,Regular,3,374.39,124.8,2024-09-25,High
C000749,67,Male,California,2023-03-25,Occasional,7,762.24,108.89,2025-06-01,High
C000750,29,Male,Ohio,2024-04-18,Premium,2,161.45,80.73,2025-07-26,Low
C000751,63,Female,Pennsylvania,2024-03-02,Occasional,2,214.46,107.23,2024-07-30,High
C000752,66,Female,Michigan,2024-04-10,Regular,4,1396.84,349.21,2025-05-23,Medium
C000753,31,Male,California,2023-07-11,Occasional,2,315.42,157.71,2025-05-05,High
C000754,61,Male,Ohio,2023-09-23,Occasional,7,813.74,116.25,2024-05-26,Low
C000755,43,Male,New York,2023-01-06,Premium,4,824.65,206.16,2025-04-29,High
C000756,47,Female,Michigan,2024-05-03,Occasional,4,659.99,165.0,2025-07-16,Medium
C000757,57,Female,Ohio,2023-11-07,Regular,4,722.14,180.53,2024-11-23,Low
C000758,26,Male,Florida,2023-05-09,Premium,8,1629.88,203.73,2023-06-06,Low
C000759,30,Male,Florida,2024-12-13,Regular,1,195.66,195.66,2025-01-16,High
C000760,59,Male,Ohio,2023-05-29,Occasional,3,379.38,126.46,2024-02-15,High
C000761,23,Female,Georgia,2023-07-15,Premium,4,224.96,56.24,2023-08-18,Medium
C000762,19,Male,Texas,2024-03-08,Premium,1,162.29,162.29,2024-06-24,High
C000763,46,Female,Georgia,2024-12-20,Premium,0,0.0,0.0,,Medium
C000764,33,Male,Illinois,2024-08-22,Occasional,2,418.99,209.5,2025-03-09,Medium
C000765,39,Male,California,2023-02-22,Occasional,3,739.84,246.61,2023-10-28,High
C000766,44,Female,Michigan,2024-03-18,Occasional,3,886.19,295.4,2024-08-03,High
C000767,36,Male,Georgia,2024-07-21,Regular,0,0.0,0.0,,Medium
C000768,55,Female,Florida,2024-06-09,Occasional,0,0.0,0.0,,Low
C000769,19,Female,Michigan,2024-06-24,Regular,1,287.99,287.99,2024-09-24,High
C000770,35,Female,Georgia,2023-03-07,Premium,7,2257.91,322.56,2024-04-09,Medium
C000771,59,Female,Georgia,2024-09-29,Occasional,1,136.63,136.63,2024-12-28,Medium
C000772,28,Female,Florida,2023-01-22,Regular,6,4024.83,670.8,2024-05-27,Medium
C000773,32,Male,Michigan,2024-03-24,Occasional,3,209.37,69.79,2024-06-05,Medium
C000774,63,Female,Texas,2024-09-08,Regular,1,137.22,137.22,2024-09-13,High
C000775,42,Female,Pennsylvania,2024-12-29,Regular,4,2848.65,712.16,2025-03-10,Low
C000776,31,Female,California,2024-09-28,Occasional,1,525.29,525.29,2025-03-07,Medium
C000777,29,Male,Texas,2023-05-13,Occasional,5,1888.93,377.79,2024-09-01,Medium
C000778,68,Female,Georgia,2023-04-14,Regular,7,721.31,103.04,2023-05-08,Low
C000779,53,Male,New York,2023-08-03,Regular,3,1278.43,426.14,2025-03-06,Medium
C000780,61,Male,Texas,2024-01-01,Occasional,2,515.32,257.66,2024-02-26,Low
C000781,39,Female,California,2023-03-07,Occasional,8,2245.03,280.63,2024-04-18,Low
C000782,53,Male,Georgia,2023-05-04,Regular,3,2290.5,763.5,2025-08-08,Medium
C000783,67,Male,North Carolina,2023-12-30,Regular,5,862.22,172.44,2024-02-26,Low
C000784,50,Male,New York,2024-12-07,Regular,0,0.0,0.0,,Medium
C000785,24,Male,North Carolina,2023-04-24,Premium,7,1321.18,188.74,2023-12-18,High
C000786,28,Male,Florida,2023-04-18,Regular,5,1287.16,257.43,2023-09-24,Low
C000787,63,Female,North Carolina,2023-10-27,Regular,7,4918.81,702.69,2024-11-30,High
C000788,27,Female,Pennsylvania,2023-04-12,Premium,5,1008.77,201.75,2024-09-08,Low
C000789,46,Female,New York,2023-07-26,Premium,4,1114.62,278.65,2023-12-22,Medium
C000790,36,Male,California,2023-12-16,Regular,5,1585.39,317.08,2025-01-12,Medium
C000791,41,Male,Texas,2024-02-29,Occasional,2,569.78,284.89,2025-07-08,Medium
C000792,26,Female,Ohio,2023-08-22,Regular,3,418.25,139.42,2024-03-26,Medium
C000793,68,Female,New York,2024-06-12,Regular,0,0.0,0.0,,Low
C000794,63,Male,California,2023-01-11,Regular,7,1869.15,267.02,2025-02-22,Medium
C000795,67,Male,Ohio,2024-02-16,Premium,0,0.0,0.0,,Medium
C000796,60,Male,Michigan,2023-02-07,Premium,4,1166.77,291.69,2023-10-20,High
C000797,69,Female,Ohio,2024-12-31,Regular,2,155.92,77.96,2025-08-05,High
C000798,53,Female,Pennsylvania,2024-12-18,Regular,1,1217.88,1217.88,2025-03-20,Low
C000799,51,Male,Ohio,2023-10-14,Regular,4,1035.68,258.92,2024-04-23,High
C000800,52,Female,Pennsylvania,2023-07-30,Occasional,4,880.64,220.16,2024-08-07,Medium
C000801,37,Male,New York,2023-07-22,Occasional,0,0.0,0.0,,Medium
C000802,64,Male,North Carolina,2024-02-04,Occasional,3,484.6,161.53,2024-11-28,Medium
C000803,23,Female,North Carolina,2023-08-07,Regular,10,2450.12,245.01,2024-05-04,High
C000804,19,Male,North Carolina,2023-06-13,Occasional,5,2365.06,473.01,2023-07-06,Medium
C000805,67,Female,Ohio,2023-09-05,Occasional,2,563.61,281.8,2024-05-15,Low
C000806,41,Female,North Carolina,2023-03-03,Regular,7,2015.15,287.88,2023-05-14,Low
C000807,66,Male,Georgia,2023-02-18,Regular,3,228.79,76.26,2024-05-23,High
C000808,47,Female,Florida,2023-01-06,Occasional,3,428.45,142.82,2023-05-27,High
C000809,63,Male,Pennsylvania,2024-08-02,Regular,2,627.88,313.94,2025-08-10,Medium
C000810,68,Male,Ohio,2024-11-13,Occasional,0,0.0,0.0,,High
C000811,24,Female,North Carolina,2023-09-11,Occasional,6,1399.45,233.24,2025-03-18,Low
C000812,47,Male,Texas,2024-01-05,Occasional,4,1274.04,318.51,2024-11-29,Medium
C000813,23,Male,New York,2024-02-26,Regular,3,909.68,303.23,2024-04-26,Low
C000814,31,Female,California,2024-05-02,Regular,5,900.68,180.14,2024-05-08,High
C000815,43,Female,Illinois,2024-06-22,Occasional,1,180.7,180.7,2024-11-09,Medium
C000816,45,Female,Georgia,2024-10-13,Occasional,0,0.0,0.0,,Medium
C000817,27,Male,Georgia,2023-06-16,Occasional,2,466.59,233.3,2025-01-05,Medium
C000818,63,Male,Florida,2023-05-13,Regular,5,755.2,151.04,2024-01-01,Medium
C000819,65,Male,North Carolina,2023-02-03,Regular,3,1462.24,487.41,2025-06-17,Low
C000820,44,Male,California,2024-09-08,Regular,2,800.51,400.25,2025-03-23,High
C000821,20,Male,California,2023-10-24,Regular,5,673.04,134.61,2023-12-01,Medium
C000822,37,Female,Georgia,2024-01-19,Premium,4,676.45,169.11,2025-03-29,Low
C000823,68,Female,New York,2023-05-26,Regular,6,1012.91,168.82,2024-01-30,Medium
C000824,29,Female,New York,2023-08-09,Premium,3,619.71,206.57,2023-09-10,High
C000825,22,Male,Ohio,2023-12-24,Regular,2,296.27,148.13,2024-03-17,High
C000826,54,Female,Pennsylvania,2023-11-14,Regular,6,1035.78,172.63,2024-08-14,Medium
C000827,26,Male,North Carolina,2024-09-12,Occasional,0,0.0,0.0,,Medium
C000828,60,Female,Texas,2024-04-05,Occasional,4,2213.89,553.47,2024-10-04,Medium
C000829,69,Female,Ohio,2023-04-02,Premium,4,1201.66,300.41,2025-07-22,Medium
C000830,52,Male,Georgia,2023-12-14,Occasional,2,943.24,471.62,2025-02-24,Medium
C000831,23,Male,New York,2024-10-23,Occasional,3,1155.14,385.05,2025-03-13,High
C000832,37,Male,North Carolina,2024-12-25,Premium,1,266.21,266.21,2025-02-02,Low
C000833,52,Male,Michigan,2024-09-25,Occasional,2,293.07,146.53,2025-05-19,Low
C000834,50,Male,California,2024-05-02,Occasional,2,540.39,270.2,2024-09-11,High
C000835,19,Female,Florida,2023-07-04,Premium,2,477.89,238.94,2024-04-28,High
C000836,46,Male,North Carolina,2024-08-16,Occasional,0,0.0,0.0,,Medium
C000837,55,Male,Georgia,2024-02-16,Premium,4,415.41,103.85,2024-11-11,Medium
C000838,29,Female,New York,2024-03-23,Occasional,4,666.01,166.5,2025-02-28,Medium
C000839,34,Male,California,2024-01-27,Premium,2,360.26,180.13,2025-07-13,High
C000840,36,Male,Texas,2023-06-22,Regular,6,1229.63,204.94,2023-11-11,Low
C000841,37,Female,Texas,2023-06-07,Premium,5,930.36,186.07,2024-05-27,High
C000842,29,Male,New York,2023-11-30,Regular,3,225.76,75.25,2025-01-05,Medium
C000843,38,Male,Ohio,2023-04-12,Regular,7,1594.42,227.77,2025-06-24,Medium
C000844,70,Male,New York,2024-01-20,Premium,6,2960.77,493.46,2025-01-30,Low
C000845,55,Male,Georgia,2024-09-03,Occasional,2,331.8,165.9,2025-04-02,High
C000846,25,Female,New York,2024-01-30,Regular,8,1388.22,173.53,2025-06-26,Medium
C000847,44,Male,Georgia,2024-07-20,Premium,2,729.95,364.97,2025-05-31,Medium
C000848,32,Male,Illinois,2024-10-10,Occasional,3,1111.22,370.41,2025-02-27,High
C000849,24,Male,North Carolina,2024-11-22,Occasional,0,0.0,0.0,,Low
C000850,54,Female,Georgia,2023-11-08,Premium,3,198.11,66.04,2025-06-06,High
C000851,31,Male,Pennsylvania,2024-05-27,Occasional,4,1064.97,266.24,2025-07-07,Low
C000852,52,Female,North Carolina,2023-09-09,Regular,6,1375.49,229.25,2023-09-28,Low
C000853,70,Female,Michigan,2023-01-02,Regular,6,2292.91,382.15,2023-07-18,High
C000854,18,Male,Georgia,2023-06-21,Regular,5,1327.21,265.44,2024-05-30,High
C000855,61,Female,Pennsylvania,2023-09-14,Occasional,1,27.12,27.12,2024-05-22,Low
C000856,50,Female,New York,2024-08-22,Premium,2,163.93,81.97,2025-03-15,High
C000857,54,Male,Illinois,2024-06-30,Premium,2,72.54,36.27,2024-08-28,Medium
C000858,25,Male,North Carolina,2024-12-16,Regular,2,174.3,87.15,2024-12-26,Medium
C000859,57,Female,Pennsylvania,2023-08-04,Occasional,3,965.09,321.7,2025-07-26,Medium
C000860,46,Female,Florida,2024-12-25,Occasional,1,58.98,58.98,2025-03-26,Medium
C000861,31,Female,Michigan,2023-12-16,Regular,2,250.41,125.2,2024-09-16,Low
C000862,26,Male,Michigan,2024-12-09,Regular,1,172.05,172.05,2025-07-29,Low
C000863,61,Male,Ohio,2023-01-10,Occasional,5,4035.32,807.06,2024-12-06,High
C000864,49,Female,North Carolina,2024-12-21,Premium,1,371.59,371.59,2025-02-09,High
C000865,22,Male,Georgia,2024-10-28,Occasional,2,550.76,275.38,2025-02-15,Low
C000866,70,Female,Michigan,2023-12-28,Regular,4,710.35,177.59,2025-05-29,Medium
C000867,67,Male,California,2023-07-01,Regular,5,1742.67,348.53,2024-02-25,Medium
C000868,46,Male,Florida,2023-07-17,Occasional,3,1100.78,366.93,2023-09-22,Low
C000869,61,Female,Florida,2023-10-15,Premium,4,573.18,143.3,2024-06-29,High
C000870,37,Male,Florida,2024-10-02,Regular,0,0.0,0.0,,Medium
C000871,35,Female,Michigan,2023-02-07,Premium,3,759.34,253.11,2024-01-12,Low
C000872,70,Female,California,2023-07-20,Regular,6,2651.43,441.91,2024-09-12,High
C000873,49,Male,North Carolina,2024-05-27,Premium,1,81.32,81.32,2025-02-19,High
C000874,61,Male,California,2024-08-02,Occasional,2,91.98,45.99,2024-09-11,Low
C000875,26,Female,Michigan,2023-03-08,Premium,2,853.57,426.78,2023-07-27,High
C000876,30,Male,North Carolina,2023-10-08,Occasional,4,863.91,215.98,2025-05-22,Medium
C000877,53,Female,New York,2024-11-28,Regular,3,1054.27,351.42,2025-02-19,High
C000878,59,Male,Pennsylvania,2024-11-20,Regular,2,598.95,299.47,2025-06-07,Medium
C000879,25,Female,Georgia,2023-10-08,Regular,6,758.61,126.43,2024-11-19,High
C000880,64,Male,New York,2023-02-14,Regular,8,2348.36,293.55,2023-10-13,Medium
C000881,46,Female,New York,2024-06-29,Regular,5,1987.75,397.55,2024-08-08,Low
C000882,23,Male,Florida,2023-12-09,Occasional,4,847.44,211.86,2024-04-01,Medium
C000883,33,Male,Texas,2023-03-18,Regular,7,1703.62,243.37,2023-11-17,Medium
C000884,58,Male,New York,2023-03-06,Regular,7,1866.88,266.7,2023-06-28,Medium
C000885,55,Female,Illinois,2023-01-25,Premium,8,1797.51,224.69,2024-10-09,Low
C000886,33,Female,New York,2024-04-29,Regular,2,1377.58,688.79,2025-06-17,High
C000887,22,Female,California,2023-08-31,Occasional,3,729.42,243.14,2025-04-06,Medium
C000888,25,Male,New York,2024-08-15,Premium,2,284.78,142.39,2025-03-11,Medium
C000889,62,Male,Texas,2023-11-17,Premium,4,361.38,90.34,2024-10-05,Medium
C000890,37,Female,California,2023-02-26,Premium,6,1033.76,172.29,2024-12-24,High
C000891,53,Male,Illinois,2023-02-27,Regular,7,1728.54,246.93,2024-12-29,Medium
C000892,57,Female,Florida,2023-04-09,Occasional,6,1266.99,211.17,2024-08-17,High
C000893,18,Female,Ohio,2024-09-30,Regular,2,605.69,302.85,2025-01-31,Medium
C000894,57,Male,Pennsylvania,2024-09-27,Occasional,2,290.77,145.38,2024-09-30,High
C000895,47,Female,Michigan,2023-01-27,Premium,5,2311.62,462.32,2024-01-20,Low
C000896,18,Male,Michigan,2023-04-16,Premium,4,2537.61,634.4,2025-07-12,High
C000897,58,Female,Pennsylvania,2023-05-10,Regular,3,1802.62,600.87,2023-07-04,Medium
C000898,46,Male,Florida,2024-09-27,Premium,4,629.95,157.49,2025-06-01,Low
C000899,26,Female,Michigan,2023-03-03,Regular,7,1263.38,180.48,2024-09-17,High
C000900,66,Female,Illinois,2024-10-29,Occasional,2,379.32,189.66,2025-04-14,High
C000901,27,Female,Illinois,2023-05-30,Occasional,6,1757.58,292.93,2025-02-24,Medium
C000902,41,Male,North Carolina,2023-10-26,Occasional,3,431.38,143.79,2024-10-27,High
C000903,27,Male,Florida,2024-11-25,Occasional,1,33.38,33.38,2025-06-25,High
C000904,45,Female,Florida,2023-02-25,Premium,8,1401.9,175.24,2025-01-27,High
C000905,68,Male,Pennsylvania,2023-07-26,Premium,9,1485.98,165.11,2025-07-25,High
C000906,62,Female,Michigan,2024-05-02,Occasional,6,1053.63,175.6,2024-07-29,Medium
C000907,54,Female,Michigan,2024-08-15,Regular,1,75.7,75.7,2025-07-25,Medium
C000908,28,Male,Georgia,2023-12-03,Premium,3,686.53,228.84,2024-11-26,Medium
C000909,18,Male,Florida,2023-08-13,Regular,4,1154.82,288.7,2023-12-10,High
C000910,33,Female,Pennsylvania,2023-08-07,Occasional,6,1385.83,230.97,2024-08-03,Medium
C000911,43,Male,New York,2023-07-30,Regular,3,107.45,35.82,2023-09-08,Low
C000912,40,Male,North Carolina,2023-03-17,Premium,9,2382.12,264.68,2025-03-22,Low
C000913,46,Male,Michigan,2023-10-25,Regular,3,749.66,249.89,2024-05-10,Low
C000914,30,Male,Illinois,2023-01-31,Premium,4,547.79,136.95,2025-04-09,Low
C000915,64,Male,Pennsylvania,2023-09-26,Occasional,1,486.71,486.71,2024-12-29,Low
C000916,30,Male,Texas,2023-07-02,Regular,2,741.58,370.79,2025-02-12,Low
C000917,61,Male,Ohio,2023-01-22,Occasional,5,853.13,170.63,2024-07-17,Low
C000918,31,Female,Georgia,2023-12-13,Premium,3,389.66,129.89,2024-09-05,Medium
C000919,60,Male,North Carolina,2024-01-17,Occasional,4,1004.35,251.09,2025-08-01,Medium
C000920,22,Male,Texas,2024-12-29,Premium,1,84.1,84.1,2025-01-24,Low
C000921,52,Female,Pennsylvania,2023-07-16,Regular,5,2127.94,425.59,2024-06-15,High
C000922,58,Male,New York,2024-03-15,Occasional,1,35.37,35.37,2024-11-19,High
C000923,52,Female,Texas,2023-07-13,Regular,4,649.72,162.43,2023-09-15,Low
C000924,58,Female,Texas,2023-02-24,Occasional,6,1346.79,224.47,2023-10-20,High
C000925,31,Male,Georgia,2024-05-15,Occasional,1,60.64,60.64,2024-06-06,High
